"budget_id","cout_transport","cout_food","cout_equipement","cout_health","cout_organisation","total"
"416","5482.52","8491.07","3232.23","2017.90","3376.28","22600.00"
"417","3465.45","3553.99","1772.46","1345.89","1441.21","11579.00"
"418","4960.63","5684.38","3172.00","1995.29","2534.70","18347.00"
"419","3540.22","4950.27","1828.61","1694.80","2751.10","14765.00"
"420","3063.68","4050.07","1695.49","1354.19","2304.57","12468.00"
"421","2256.84","2985.36","999.81","948.53","864.46","8055.00"
"422","2994.37","4384.83","2066.53","1338.71","1431.56","12216.00"
"423","3279.31","5094.59","2225.77","1182.35","2393.98","14176.00"
"424","4455.93","5901.51","3374.04","1666.01","3359.51","18757.00"
"425","3091.67","3477.79","1844.91","992.35","975.28","10382.00"
"426","3452.77","4072.43","2007.93","1105.05","974.82","11613.00"
"427","4039.57","6031.33","3239.61","1733.34","2979.15","18023.00"
"428","2659.34","3982.07","1771.39","1217.70","2133.50","11764.00"
"429","2776.14","3498.73","1548.23","974.10","489.80","9287.00"
"430","1416.88","2116.68","970.41","656.81","677.22","5838.00"
"431","2132.84","3047.68","1133.46","818.91","1732.11","8865.00"
"432","3676.45","5005.00","2141.85","1219.87","1964.83","14008.00"
"433","6305.22","8071.30","3150.98","1945.55","2236.95","21710.00"
"434","4091.24","5191.41","1883.92","1288.10","2328.33","14783.00"
"435","1731.67","2348.20","1284.45","661.91","1672.77","7699.00"
"436","2584.17","3318.22","1390.54","1018.90","2013.17","10325.00"
"437","2550.74","3742.87","1441.85","981.97","1612.57","10330.00"
"438","2011.17","2739.92","1155.73","814.91","1163.27","7885.00"
"439","4212.68","5292.40","2418.44","1646.88","4019.60","17590.00"
"440","5463.27","6042.28","3282.25","1854.13","2696.07","19338.00"
"441","3248.23","4744.27","1923.05","1306.13","2358.32","13580.00"
"442","2538.26","4188.35","2018.00","1146.68","1619.71","11511.00"
"443","4392.00","5772.13","2478.86","1802.18","1305.83","15751.00"
"444","1420.82","2357.12","1086.62","683.87","798.57","6347.00"
"445","2315.79","2977.55","997.21","746.05","832.40","7869.00"
"446","3030.91","3674.63","1449.33","1173.11","1859.02","11187.00"
"447","2162.85","2670.02","1257.13","620.19","728.81","7439.00"
"448","3279.44","3936.21","1824.77","1316.49","1048.09","11405.00"
"449","4392.35","5303.31","2625.98","1762.29","1085.07","15169.00"
"450","3143.26","3842.81","1596.40","1016.24","1340.29","10939.00"
"451","3239.59","4436.16","2069.29","1126.66","991.30","11863.00"
"452","2427.55","3247.59","1611.32","1137.64","1235.90","9660.00"
"453","3660.07","5196.39","1787.88","1468.60","2003.06","14116.00"
"454","4051.44","5163.02","2590.01","1202.20","1419.33","14426.00"
"455","3362.86","4872.20","2033.88","1417.63","2144.43","13831.00"
"456","4182.34","5827.61","2220.63","1671.45","2366.97","16269.00"
"457","2782.49","3094.57","1608.79","937.93","1687.22","10111.00"
"458","5221.08","7305.06","3441.68","2287.72","2693.46","20949.00"
"459","5973.35","6926.20","3202.26","2184.19","4303.00","22589.00"
"460","4015.11","6263.23","2697.11","1457.17","2352.38","16785.00"
"461","3290.06","3547.34","1960.97","1314.46","1024.17","11137.00"
"462","3181.93","4719.36","1660.62","1468.17","2274.92","13305.00"
"463","4775.10","5693.88","2379.61","1915.12","2330.29","17094.00"
"464","5810.13","7749.74","3078.82","2114.63","2637.68","21391.00"
"465","3538.83","3649.03","1671.09","1070.82","1985.23","11915.00"
"466","3059.03","4146.81","1914.97","1204.33","1316.86","11642.00"
"467","4954.34","6866.53","3156.86","1656.35","3427.92","20062.00"
"468","3996.92","5451.66","2754.93","1650.30","3668.19","17522.00"
"469","2687.09","4242.74","2097.05","1070.15","1964.97","12062.00"
"470","1595.56","1658.17","925.71","508.50","836.06","5524.00"
"471","3208.02","3388.64","1433.31","946.42","1739.61","10716.00"
"472","1918.95","2751.78","1090.16","868.52","748.59","7378.00"
"473","2940.19","3264.68","1623.03","1160.26","815.84","9804.00"
"474","2747.09","3126.22","1480.45","1114.28","1605.96","10074.00"
"475","1990.03","2436.93","1211.81","670.86","1146.37","7456.00"
"476","5409.42","7451.71","2714.32","1882.83","2415.72","19874.00"
"477","3744.54","5051.46","2128.31","1386.33","1613.36","13924.00"
"478","3552.00","5025.51","2308.98","1264.84","2981.67","15133.00"
"479","3620.65","4106.07","2074.10","1195.89","1562.29","12559.00"
"480","2632.43","3636.49","1337.55","947.58","2579.95","11134.00"
"481","2037.01","2471.78","1138.19","809.08","1717.94","8174.00"
"482","3191.39","3843.81","1907.16","1055.21","1889.43","11887.00"
"483","1792.83","2370.14","1030.12","560.21","1131.70","6885.00"
"484","3855.62","5209.20","2469.63","1442.69","3262.86","16240.00"
"485","4254.15","7004.56","2322.29","1664.35","3487.65","18733.00"
"486","2102.98","3131.68","1035.95","771.79","1326.60","8369.00"
"487","4280.70","5050.83","2053.66","1295.06","2824.75","15505.00"
"488","3405.34","5404.86","2694.85","1426.47","2408.48","15340.00"
"489","2568.46","3286.46","1261.78","817.67","1687.63","9622.00"
"490","2078.23","3507.24","1349.60","846.07","1575.86","9357.00"
"491","1722.92","2582.96","919.76","639.31","1108.05","6973.00"
"492","5020.16","7644.21","3353.15","2159.38","2266.10","20443.00"
"493","3299.92","3927.92","1701.47","1304.32","797.37","11031.00"
"494","3137.88","4287.04","1742.14","1099.24","3113.70","13380.00"
"495","5246.47","5722.65","2739.73","1989.41","1976.74","17675.00"
"496","4048.55","5906.20","2626.38","1494.47","1506.40","15582.00"
"497","3185.86","3957.79","1828.16","1069.52","592.67","10634.00"
"498","3055.48","4276.09","2219.92","1103.47","2411.04","13066.00"
"499","3426.67","5306.41","2065.40","1642.82","2758.70","15200.00"
"500","2996.43","4063.52","1743.60","956.69","1201.76","10962.00"
"501","3255.86","4156.26","2008.70","1002.91","1055.27","11479.00"
"502","4616.62","5038.27","2396.34","1418.46","2400.31","15870.00"
"503","2673.21","3033.12","1295.06","924.63","1864.98","9791.00"
"504","3897.92","4454.52","2353.89","1592.69","2279.98","14579.00"
"505","3120.93","3940.12","1561.71","1287.32","895.92","10806.00"
"506","2807.38","3542.02","1316.04","1193.15","1094.41","9953.00"
"507","2647.78","2857.83","1582.98","774.13","1268.28","9131.00"
"508","2953.39","3891.28","2084.94","1073.27","2425.12","12428.00"
"509","3230.36","3897.85","1903.40","955.69","866.70","10854.00"
"510","3468.59","4348.47","2042.36","1314.33","2846.25","14020.00"
"511","3561.68","4916.02","2350.03","1728.79","2224.48","14781.00"
"512","1859.36","2116.89","843.75","634.80","985.20","6440.00"
"513","2143.42","3052.08","1307.07","741.09","1427.34","8671.00"
"514","3188.85","5116.50","1875.39","1243.10","2113.16","13537.00"
"515","3318.56","3616.72","1574.67","1193.88","1471.17","11175.00"
"516","4392.08","5089.93","2459.09","1325.02","2185.88","15452.00"
"517","4169.11","5036.23","2612.45","1444.07","1370.14","14632.00"
"518","3295.08","4187.21","1686.38","1377.21","975.12","11521.00"
"519","2010.36","2277.68","1237.36","820.58","915.02","7261.00"
"520","3238.11","3912.25","1720.75","1115.02","1180.87","11167.00"
"521","3275.40","4525.46","2448.31","1191.70","2584.13","14025.00"
"522","2900.20","3326.59","1367.72","1067.32","2374.17","11036.00"
"523","2462.22","3386.26","1269.71","957.75","2495.06","10571.00"
"524","2349.40","2947.27","1300.77","1096.06","1441.50","9135.00"
"525","2914.83","4304.72","1947.84","1256.09","2189.52","12613.00"
"526","2150.68","2481.79","1252.71","764.70","657.12","7307.00"
"527","2700.69","3013.26","1594.37","1055.85","990.83","9355.00"
"528","5234.10","5492.60","2836.85","1672.05","2862.40","18098.00"
"529","5625.84","7703.95","3784.85","2168.40","3499.96","22783.00"
"530","2845.02","3112.59","1554.97","802.43","1611.99","9927.00"
"531","3186.79","4117.86","1818.30","1099.92","956.13","11179.00"
"532","2504.23","3180.51","1328.37","1024.72","776.17","8814.00"
"533","5999.74","7340.08","2808.94","1717.63","2994.61","20861.00"
"534","3031.14","4744.94","1935.61","1448.44","1777.87","12938.00"
"535","2518.97","3229.93","1353.11","952.73","860.26","8915.00"
"536","6405.87","8118.41","2953.46","2469.50","1450.76","21398.00"
"537","3509.63","4984.86","2031.78","1274.91","3557.82","15359.00"
"538","3369.44","4556.69","2057.81","1361.25","2973.81","14319.00"
"539","2102.85","2889.63","1413.33","868.59","2155.60","9430.00"
"540","3039.00","4105.78","1783.54","1229.55","2873.13","13031.00"
"541","4686.44","7171.55","3315.57","1742.12","3010.32","19926.00"
"542","3530.41","5285.42","2013.17","1322.57","2255.43","14407.00"
"543","3315.85","3747.09","1945.96","1218.85","2144.25","12372.00"
"544","2927.06","3712.94","2170.88","1139.33","2289.79","12240.00"
"545","3874.66","6188.65","2407.90","1447.78","2757.01","16676.00"
"546","3611.81","3939.67","1944.05","1279.46","1684.01","12459.00"
"547","4311.38","5697.80","2460.88","1628.17","2255.77","16354.00"
"548","3315.68","4458.08","1907.80","1460.55","2343.89","13486.00"
"549","4172.22","4683.73","2138.76","1514.79","2857.50","15367.00"
"550","2546.13","3307.48","1322.94","1010.27","1387.18","9574.00"
"551","2447.98","3452.91","1268.06","922.51","1733.54","9825.00"
"552","3045.99","3380.39","1809.64","1048.45","1158.53","10443.00"
"553","2537.97","3293.93","1378.82","1057.93","2269.35","10538.00"
"554","2714.27","3751.97","1726.47","1194.39","755.90","10143.00"
"555","4091.38","4847.42","1995.46","1638.02","2773.72","15346.00"
"556","4080.16","5276.91","2315.46","1892.16","2345.31","15910.00"
"557","2673.44","4174.03","1628.10","1302.19","2300.24","12078.00"
"558","2578.31","2860.41","1612.29","798.93","1136.06","8986.00"
"559","2948.08","4475.70","1953.04","1368.39","1127.79","11873.00"
"560","2407.86","3035.62","1205.91","824.22","1284.39","8758.00"
"561","4014.34","4152.80","2079.64","1259.63","1948.59","13455.00"
"562","2881.86","4314.34","1882.54","1389.60","2075.66","12544.00"
"563","3322.92","4155.73","1671.67","1166.78","806.90","11124.00"
"564","2942.35","4247.53","1386.24","963.88","1983.00","11523.00"
"565","4174.61","6141.35","3114.09","2000.23","3463.72","18894.00"
"566","4829.33","6605.41","3151.75","1877.05","1137.46","17601.00"
"567","2236.19","3294.12","1622.54","872.66","1861.49","9887.00"
"568","3126.07","4586.84","1817.74","1531.36","2029.99","13092.00"
"569","4083.98","4479.26","1813.47","1287.35","2435.94","14100.00"
"570","3539.82","5359.21","2181.80","1628.22","2797.95","15507.00"
"571","3820.90","5015.65","1975.72","1648.91","1406.82","13868.00"
"572","1729.54","2482.81","1172.43","661.41","1814.81","7861.00"
"573","3293.85","4242.73","2118.22","1243.60","2995.60","13894.00"
"574","3068.30","3835.39","2098.84","1356.85","2375.62","12735.00"
"575","3369.26","4030.41","2199.17","1048.59","1819.57","12467.00"
"576","2183.65","2605.73","1339.12","815.99","976.51","7921.00"
"577","5786.73","6641.26","2811.39","2274.37","4476.25","21990.00"
"578","4639.30","5862.34","2881.59","1916.66","912.11","16212.00"
"579","6003.06","6619.58","3437.19","1714.03","2968.14","20742.00"
"580","6171.70","6655.35","2586.03","2414.92","3557.00","21385.00"
"581","3654.13","5401.31","2101.85","1783.30","3369.41","16310.00"
"582","2645.06","3636.39","1710.62","957.40","1002.53","9952.00"
"583","3115.15","3959.59","1928.53","1148.05","2175.68","12327.00"
"584","2910.63","3177.87","1440.32","923.85","2102.33","10555.00"
"585","2734.85","3707.21","1469.04","959.90","1143.00","10014.00"
"586","4641.14","6108.36","2384.60","1663.41","1770.49","16568.00"
"587","2917.05","3350.40","1889.46","1257.32","1097.77","10512.00"
"588","4397.51","5028.79","2553.79","1426.45","3005.46","16412.00"
"589","2699.61","2906.78","1523.75","1004.98","972.88","9108.00"
"590","1939.07","2269.03","1067.65","754.32","613.93","6644.00"
"591","1893.76","2291.71","1260.58","817.56","1354.39","7618.00"
"592","5039.84","6146.92","2957.73","1830.05","3939.46","19914.00"
"593","4305.40","5893.64","2202.67","1418.15","2255.14","16075.00"
"594","3393.73","5298.53","2425.71","1211.51","1995.52","14325.00"
"595","1733.18","2393.46","1153.53","611.96","1563.87","7456.00"
"596","2644.32","4476.08","1906.40","1269.52","1597.68","11894.00"
"597","2099.79","3018.20","999.71","921.19","1250.11","8289.00"
"598","3781.06","3904.16","1857.27","1051.63","2313.88","12908.00"
"599","2822.72","3395.50","1572.65","1168.92","806.21","9766.00"
"600","2913.69","3810.64","1336.87","1025.01","1480.79","10567.00"
"601","3896.25","5337.77","2230.68","1445.43","1765.87","14676.00"
"602","3018.77","4107.63","1673.47","1111.38","3582.75","13494.00"
"603","2176.95","3438.62","1533.30","825.04","1500.09","9474.00"
"604","3136.88","3445.04","1331.97","1287.41","1571.70","10773.00"
"605","6050.96","7128.26","2744.83","2573.95","3651.00","22149.00"
"606","4137.50","4452.51","2440.85","1742.88","2010.26","14784.00"
"607","2515.57","3872.93","1490.47","877.51","1613.52","10370.00"
"608","3383.84","3980.06","1721.67","1150.94","1641.49","11878.00"
"609","1644.09","1927.58","802.78","726.26","1233.29","6334.00"
"610","3553.05","4672.87","1838.34","1478.32","1600.42","13143.00"
"611","3007.31","3847.30","1424.77","1093.63","2100.99","11474.00"
"612","2876.89","3218.88","1433.65","1019.89","2034.69","10584.00"
"613","3047.61","4337.02","1468.36","1267.98","2037.03","12158.00"
"614","2742.43","3479.51","1492.65","1079.76","1405.65","10200.00"
"615","2251.95","2696.18","975.53","667.11","967.23","7558.00"
"616","3293.29","3633.68","1454.15","1059.26","2667.62","12108.00"
"617","4917.26","6910.38","2718.60","1947.21","2146.55","18640.00"
"618","3225.13","3611.83","1937.49","994.69","1220.86","10990.00"
"619","6267.00","7493.01","3512.97","2032.65","1820.37","21126.00"
"620","2065.41","2570.87","1036.57","930.98","1687.17","8291.00"
"621","2909.99","4217.08","1491.64","1092.59","2518.70","12230.00"
"622","3085.19","4578.98","1689.92","1365.23","1342.68","12062.00"
"623","2107.62","3234.03","1570.17","909.94","989.24","8811.00"
"624","1903.62","2760.09","1221.83","665.34","1693.12","8244.00"
"625","2292.99","2949.09","1457.51","863.07","576.34","8139.00"
"626","3274.09","4849.55","2177.76","1515.31","2623.29","14440.00"
"627","3760.91","4435.94","2067.74","1313.86","1084.55","12663.00"
"628","3522.40","4831.03","1810.09","1487.24","1511.24","13162.00"
"629","1889.75","2339.42","1154.19","740.25","1608.39","7732.00"
"630","3152.07","4648.96","2133.01","1009.47","1418.49","12362.00"
"631","3319.05","3578.81","1859.90","1241.78","1809.46","11809.00"
"632","3010.68","3790.89","1633.61","1177.47","1220.35","10833.00"
"633","4429.17","5156.38","2192.24","1493.34","2228.87","15500.00"
"634","2604.67","4011.15","1319.28","1237.78","1390.12","10563.00"
"635","1734.39","2590.08","1142.45","696.37","1164.71","7328.00"
"636","3882.53","4436.40","1907.39","1192.21","2516.47","13935.00"
"637","2548.23","3455.98","1286.08","981.85","2365.86","10638.00"
"638","4147.96","4842.19","2122.31","1600.37","2189.17","14902.00"
"639","2757.93","3944.49","1482.71","1169.26","1185.61","10540.00"
"640","4175.29","5722.93","3162.20","1503.42","3344.16","17908.00"
"641","2090.16","2736.47","1249.44","953.35","1267.58","8297.00"
"642","3495.12","4271.60","1959.72","1310.61","783.95","11821.00"
"643","2160.83","3133.33","1337.79","814.41","2140.64","9587.00"
"644","2866.95","3467.88","1232.77","796.77","1474.63","9839.00"
"645","3062.73","4909.68","1802.60","1078.85","2415.14","13269.00"
"646","3034.80","4040.78","1829.21","945.41","1621.80","11472.00"
"647","6122.31","7528.70","2856.17","2286.66","4081.16","22875.00"
"648","2821.94","4029.15","1790.74","976.83","1082.34","10701.00"
"649","2674.80","2774.68","1456.52","741.82","1353.18","9001.00"
"650","2867.56","3959.71","1665.36","1227.07","1999.30","11719.00"
"651","2773.91","4527.94","1633.87","1293.41","1747.87","11977.00"
"652","3121.13","4108.81","1602.35","1280.94","1516.77","11630.00"
"653","1686.95","2606.00","1129.90","716.78","730.37","6870.00"
"654","3788.13","5029.79","2330.68","1720.21","1962.19","14831.00"
"655","1845.26","1993.33","821.31","713.17","916.93","6290.00"
"656","3999.50","4685.67","2669.64","1529.76","2524.43","15409.00"
"657","2899.82","4447.92","1687.22","1095.69","1635.35","11766.00"
"658","2090.93","2911.32","1604.61","895.15","1702.99","9205.00"
"659","1555.01","1817.44","914.56","548.21","1201.78","6037.00"
"660","3917.23","4331.99","1852.06","1249.61","2839.11","14190.00"
"661","1665.06","2134.64","1051.04","743.91","1407.35","7002.00"
"662","2702.49","3653.56","1654.48","1222.31","2277.16","11510.00"
"663","5263.45","7722.81","2586.22","1856.65","3766.87","21196.00"
"664","2290.82","3621.76","1666.09","994.58","1054.75","9628.00"
"665","3462.83","4146.13","1708.22","1424.12","2663.70","13405.00"
"666","3713.24","5329.30","2340.22","1406.32","1726.92","14516.00"
"667","4927.50","5747.71","2283.71","1743.45","4006.63","18709.00"
"668","1661.13","2677.83","1049.58","670.78","1090.68","7150.00"
"669","4054.71","4238.65","2198.26","1554.62","2019.76","14066.00"
"670","4440.36","6124.60","2952.32","1641.17","2038.55","17197.00"
"671","3115.54","4317.80","2089.55","1159.04","1305.07","11987.00"
"672","4326.64","5366.83","2386.94","1481.55","1394.04","14956.00"
"673","4167.20","4795.64","2291.61","1382.94","2473.61","15111.00"
"674","3118.96","3718.14","1519.74","1229.41","1932.75","11519.00"
"675","1322.70","1799.06","1024.47","688.55","1031.22","5866.00"
"676","2482.90","3336.26","1583.37","966.48","521.99","8891.00"
"677","2888.16","3462.04","1690.43","868.51","807.86","9717.00"
"678","2446.03","2674.39","1478.73","826.63","1200.22","8626.00"
"679","3196.20","3515.95","1663.72","966.99","2358.14","11701.00"
"680","2783.96","3968.03","1645.19","1263.64","1763.18","11424.00"
